description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
negative regulation of collagen binding	GO:0033342	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	GTPBP4
pancreatic epsilon cell differentiation	GO:0090104	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	RFX6
semicircular canal development	GO:0060872	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	GATA2
positive regulation of execution phase of apoptosis	GO:1900119	2	345	9	18004	0.012058346152958796	0.14993781268692666	11.596779388083736	0	BOK, TP53
epinephrine transport	GO:0048241	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SLC22A1
regulation of granulosa cell apoptotic process	GO:1904708	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	BOK
pyruvate transport	GO:0006848	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYC
DNA damage induced protein phosphorylation	GO:0006975	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	CHEK2, ATM
strand displacement	GO:0000732	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	RTEL1
kidney development	GO:0001822	7	345	139	18004	0.01775007553564574	0.14993781268692666	2.6280471275153787	0	HNF1B, TNS2, ODC1, CDKN1C, WDPCP, BCL2L11, ARL3
positive regulation of programmed necrotic cell death	GO:0062100	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TP53
positive regulation of cell development	GO:0010720	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	HOXA11
regulation of epithelial cell proliferation involved in lung morphogenesis	GO:2000794	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOX9
pyrimidine-containing compound transmembrane transport	GO:0072531	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	SLC22A1, SLC22A2
positive regulation of tendon cell differentiation	GO:2001051	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	GDF7
glucose homeostasis	GO:0042593	7	345	120	18004	0.00838986186821047	0.14993781268692666	3.044154589371981	0	RFX6, CRTC2, PFKM, NUCKS1, FOXO3, BHLHA15, BACE2
regulation of acrosomal vesicle exocytosis	GO:2000367	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	STXBP1
lymphocyte homeostasis	GO:0002260	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	SKIL, BCL2L11
negative regulation of apoptotic process	GO:0043066	18	345	529	18004	0.013849725848651417	0.14993781268692666	1.7756883373058272	0	MYC, ALB, HNF1B, TAX1BP1, TERT, FANK1, ADAR, MDM4, MCL1, PTEN, XBP1, KRT18, CDKN1B, SHC1, NUAK2, TP53, SOX9, SOD2
cellular response to testosterone stimulus	GO:0071394	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	MYC, NCOA4
vesicle docking involved in exocytosis	GO:0006904	3	345	29	18004	0.017631141906329976	0.14993781268692666	5.398500749625188	0	RAB13, VPS18, STXBP1
response to hydroxyurea	GO:0072710	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	KAT7
hepatoblast differentiation	GO:0061017	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	HNF1B
positive regulation of axonogenesis	GO:0050772	3	345	30	18004	0.01931798503669252	0.14993781268692666	5.218550724637682	0	SKIL, MAP2K1, STK25
negative regulation of gene expression	GO:0010629	12	345	312	18004	0.01762963883910462	0.14993781268692666	2.0071348940914158	0	MYC, TERT, GATA2, SETDB1, ITGB8, PC, NKX3-1, TP53, SOX9, ADNP, TBK1, GAS2L1
digestive system development	GO:0055123	2	345	9	18004	0.012058346152958796	0.14993781268692666	11.596779388083736	0	CDKN1C, WDPCP
cellular response to growth hormone stimulus	GO:0071378	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYC
trans-Golgi network to recycling endosome transport	GO:0044795	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	RAB13
isopentenyl diphosphate metabolic process	GO:0046490	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	IDI2
response to catecholamine	GO:0071869	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	RNLS
notochord development	GO:0030903	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	SOX9, COL2A1
organic hydroxy compound transport	GO:0015850	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SLC22A3
response to actinomycin D	GO:0072716	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	KAT7
intermediate filament cytoskeleton organization	GO:0045104	3	345	24	18004	0.010476032162583112	0.14993781268692666	6.523188405797102	0	KRT18, KRT6C, TOR1A
diphosphoinositol polyphosphate catabolic process	GO:0071544	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	NUDT3
translocation of peptides or proteins into host cell cytoplasm	GO:0044053	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TCP1
response to dithiothreitol	GO:0072720	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	KAT7
nephric duct development	GO:0072176	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	HNF1B
erythrophore differentiation	GO:0048773	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOD2
regulation of forebrain neuron differentiation	GO:2000977	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	GATA2
positive regulation of vascular associated smooth muscle cell apoptotic process	GO:1905461	2	345	9	18004	0.012058346152958796	0.14993781268692666	11.596779388083736	0	ATF4, SOD2
regulation of G1/S transition of mitotic cell cycle	GO:2000045	3	345	29	18004	0.017631141906329976	0.14993781268692666	5.398500749625188	0	INO80, CDKN1B, CCND1
positive regulation of autophagy in response to ER overload	GO:0034263	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	BCL2L11
response to hypoxia	GO:0001666	8	345	159	18004	0.011702806750473662	0.14993781268692666	2.6256858991887704	0	ASCL2, ARNT, CDKN1B, ADSL, CHRNB2, SOD2, ATM, MMP14
acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure	GO:0003069	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOD2
response to anisomycin	GO:0072739	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	KAT7
negative regulation of kinase activity	GO:0033673	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	CDKN1B, CDKN1C
spinal cord interneuron axon guidance	GO:0097377	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	EVX1
proximal/distal pattern formation involved in nephron development	GO:0072047	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	IRX3
roof plate formation	GO:0021509	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	GDF7
positive regulation of mast cell degranulation	GO:0043306	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	GATA2, STXBP1
spontaneous exocytosis of neurotransmitter	GO:0048792	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SYT12
establishment or maintenance of cell polarity	GO:0007163	4	345	49	18004	0.014260901397762761	0.14993781268692666	4.260041407867495	0	STK25, RHOBTB2, SPINT2, RHOD
heart valve development	GO:0003170	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	MDM4, SOX9
tetrahydrofolylpolyglutamate biosynthetic process	GO:0046901	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	FPGS
positive regulation of mRNA 3'-UTR binding	GO:1903839	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	CDK9
cellular response to X-ray	GO:0071481	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	NUCKS1, ATM
positive regulation of cell population proliferation	GO:0008284	18	345	548	18004	0.019089190959495104	0.14993781268692666	1.7141225007933987	0	MYC, CHTOP, CCDC117, S100A13, PTEN, XBP1, CDKN1B, ODC1, NKX3-1, SHC1, TOR2A, TIPIN, CD81, RAD51B, SOX9, MEIS1, KRT6A, CCND1
lateral geniculate nucleus development	GO:0021771	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	CHRNB2
regulation of intrinsic apoptotic signaling pathway by p53 class mediator	GO:1902253	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TP53
modulation by host of RNA binding by virus	GO:1990968	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	NUCKS1
autophagy	GO:0006914	9	345	196	18004	0.013510470346717257	0.14993781268692666	2.3962732919254655	0	LRSAM1, XBP1, ARFIP2, VPS18, TOLLIP, VAMP8, TP53, TECPR1, ATG4B
cell-matrix adhesion	GO:0007160	6	345	103	18004	0.014344854780626482	0.14993781268692666	3.039932460953989	0	TIMM10B, ITGB8, ADAM15, BCL2L11, ITGA6, FERMT2
regulation of histone H4-K20 methylation	GO:0070510	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TTLL12
CTP metabolic process	GO:0046036	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	ENTPD4
negative regulation of G1 to G0 transition	GO:1903451	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TP53
negative regulation of GTP cyclohydrolase I activity	GO:0043105	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	GCHFR
regulation of transcription from RNA polymerase II promoter in response to DNA damage	GO:1990248	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TP53
regulation of branching involved in lung morphogenesis	GO:0061046	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOX9
protein localization to ciliary membrane	GO:1903441	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	RAB29, ARL3
negative regulation of cytolysis by symbiont of host cells	GO:0001899	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	KRT6A
histone H3-K9 methylation	GO:0051567	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	MECOM, SETDB1
gene conversion	GO:0035822	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	NUCKS1
cellular response to dimethyl sulfoxide	GO:1904620	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYC
chromosome organization involved in meiotic cell cycle	GO:0070192	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	RAD51, ATM
ARF protein signal transduction	GO:0032011	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYO9B
purine ribonucleotide biosynthetic process	GO:0009152	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	ADSL
regulation of cellular response to gamma radiation	GO:1905843	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	ATM
positive regulation of 1-phosphatidylinositol 4-kinase activity	GO:0043128	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	CD81
regulation of cell proliferation involved in tissue homeostasis	GO:0060784	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOX9
cartilage development	GO:0051216	5	345	75	18004	0.014521239182367467	0.14993781268692666	3.4790338164251207	0	BMPR1B, DLX2, ITGB8, SOX9, COL2A1
pronephric nephron tubule development	GO:0039020	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	HNF1B
positive regulation of transcription from RNA polymerase II promoter in response to stress	GO:0036003	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	ATF4, TP53
His-Purkinje system cell differentiation	GO:0060932	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	IRX3
cell development	GO:0048468	3	345	30	18004	0.01931798503669252	0.14993781268692666	5.218550724637682	0	IRX3, IRX5, IRX4
glycolysis from storage polysaccharide through glucose-1-phosphate	GO:0093001	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	PFKM
response to cadmium ion	GO:0046686	3	345	22	18004	0.008198610079030316	0.14993781268692666	7.116205533596838	0	TERT, CDKN1B, SOD2
regulation of cellular component size	GO:0032535	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	PTEN
regulation of calcidiol 1-monooxygenase activity	GO:0060558	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	VDR
RNA decapping	GO:0110154	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	NUDT3
age-dependent response to reactive oxygen species	GO:0001315	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOD2
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	GO:1902237	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	BOK, BCL2L11
regulation of macrophage apoptotic process	GO:2000109	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TCP1
regulation of oxidative phosphorylation uncoupler activity	GO:2000275	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	PM20D1
positive regulation of DNA catabolic process	GO:1903626	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	ATM
endocrine pancreas development	GO:0031018	3	345	23	18004	0.00929647686302174	0.14993781268692666	6.806805293005671	0	HNF1B, RFX6, SOX9
carnosine biosynthetic process	GO:0035499	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	CARNS1
positive regulation of transdifferentiation	GO:1903620	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TERT
histamine transport	GO:0051608	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SLC22A3
xenobiotic transport	GO:0042908	3	345	23	18004	0.00929647686302174	0.14993781268692666	6.806805293005671	0	SLC22A3, SLC22A1, SLC22A2
meiosis I	GO:0007127	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	RAD51, BCL2L11
formation of translation preinitiation complex	GO:0001731	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	EIF4B, EIF2D
regulation of ephrin receptor signaling pathway	GO:1901187	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	ANKS1A
response to carbohydrate	GO:0009743	2	345	11	18004	0.017962909993668473	0.14993781268692666	9.488274044795784	0	HNF1B, ADNP
cellular response to prolactin	GO:1990646	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYC
negative regulation of pentose-phosphate shunt	GO:1905856	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	TP53
forebrain neuron differentiation	GO:0021879	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	DLX2, DLX1
endocytic recycling	GO:0032456	4	345	53	18004	0.018575868719113448	0.14993781268692666	3.9385288487831556	0	RAB13, LMTK2, VPS53, RAB17
response to glucoside	GO:1904631	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	RAD51
positive regulation of androgen secretion	GO:2000836	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	NKX3-1
tRNA re-export from nucleus	GO:0071528	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	XPOT
positive regulation of metanephric cap mesenchymal cell proliferation	GO:0090096	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYC
DNA replication checkpoint signaling	GO:0000076	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	TIPIN, RAD9A
epithelial cell proliferation involved in prostatic bud elongation	GO:0060517	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOX9
embryonic skeletal joint morphogenesis	GO:0060272	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	COL2A1, HOXA11
positive regulation of telomeric loop disassembly	GO:1904535	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	RTEL1
response to magnetism	GO:0071000	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	SOD2
regulation of cellular macromolecule biosynthetic process	GO:2000112	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	ATM
lactic acid secretion	GO:0046722	1	345	1	18004	0.01916240835355033	0.14993781268692666	52.18550724637681	0	MYC
heterochromatin organization	GO:0070828	2	345	10	18004	0.014883589303647894	0.14993781268692666	10.437101449275364	0	MECOM, SETDB1
histone H4-K12 acetylation	GO:0043983	2	345	8	18004	0.009498220740871564	0.14993781268692666	13.046376811594202	0	KAT7, JADE2
cellular response to UV	GO:0034644	4	345	54	18004	0.019767585088028557	0.1528833442446464	3.8655931293612453	0	MYC, ATF4, INO80, TP53
gluconeogenesis	GO:0006094	3	345	31	18004	0.021090927982997762	0.15474625136256026	5.050210378681626	0	ATF4, CRTC2, PC
positive regulation of telomere maintenance in response to DNA damage	GO:1904507	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	INO80, RUVBL1
positive regulation of B cell differentiation	GO:0045579	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	XBP1, MMP14
positive regulation of protein acetylation	GO:1901985	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	RAPGEF3, XBP1
positive regulation of production of miRNAs involved in gene silencing by miRNA	GO:1903800	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	MAP2K1, TP53
regulation of cellular response to stress	GO:0080135	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	MCL1, ATM
SNARE complex assembly	GO:0035493	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	VAMP8, STXBP1
negative regulation of oligodendrocyte differentiation	GO:0048715	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	DLX2, DLX1
response to antibiotic	GO:0046677	3	345	31	18004	0.021090927982997762	0.15474625136256026	5.050210378681626	0	UROS, SKIL, TP53
positive regulation of DNA methylation-dependent heterochromatin assembly	GO:0090309	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	ATF7IP, SETDB1
positive regulation of histone methylation	GO:0031062	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	CHTOP, XBP1
cellular homeostasis	GO:0019725	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	MCL1, TNS2
regulation of keratinocyte differentiation	GO:0045616	2	345	12	18004	0.021285591659224244	0.15474625136256026	8.697584541062803	0	GRHL1, KRT84
